Student_ID,Name,Gender,DOB,Email,Address,PhoneNumber,Final_Score,Rating_class,Rating_teacher,Class_recommendation
925,Kyle Evans,Male,02/15/1990,tdavis@clark-sandoval.com,"66736 Ferguson Mountain Suite 359
Port Brooketon, HI 78556",3211855045901,3,5,4,False
926,Douglas Morton,Female,05/02/2010,jeromeyoung@sanders.com,"USNV Ortiz
FPO AA 22924",1000500590859,8,5,1,True
927,Matthew Jackson,Female,08/24/2006,maria63@yahoo.com,"805 Jocelyn Center Apt. 395
Coleshire, ID 71019",4540632797537,10,5,4,True
928,Anthony Thompson,Male,09/28/2007,jasonmendoza@nguyen-frank.biz,"1389 Cowan Rapids Suite 052
North Jerryville, MN 53258",0780384275517,2,4,2,True
929,Felicia Hawkins,Female,03/25/1996,smithanthony@phillips.info,"26865 Gallegos Rapid
Meganborough, ME 65593",3168427627013,1,4,2,False
930,Michael Jefferson,Female,01/21/2010,morganstephanie@clark.com,"9801 Catherine Track
Heatherview, NY 74043",3457888521238,8,5,1,False
931,Tristan Price,Female,07/12/2005,sharonthompson@wilson-christensen.com,"77887 Miller Landing
Lake John, WY 71797",8110863517786,4,5,5,False
932,Caleb Norton,Male,05/02/1989,xberger@lowe.org,"878 King Ways
East Deborah, OR 96057",7578408947590,4,1,2,False
933,Shane Banks,Male,06/13/1991,donna80@yahoo.com,"78922 Hughes Villages
West Kimberlyton, MN 48316",7883070464422,1,2,1,True
934,Rodney Wilson,Female,10/10/2010,joneserica@yahoo.com,"616 Jackson Ranch
Clineshire, NE 76611",7252664812622,4,5,1,True
935,Joseph Doyle,Female,10/24/1995,cortezrobin@riggs-thompson.biz,"78253 Humphrey Forge Suite 348
North Michael, MN 69018",6291905461210,10,5,5,False
936,Larry Gray,Male,02/23/1991,gardnerjustin@hotmail.com,"43715 Walker Port Apt. 789
East Ricky, UT 26832",1798377506001,1,1,4,False
937,Shawn Moreno,Male,01/28/2010,qcarter@parker.com,"045 Patterson Overpass
Hallbury, CO 15201",1601990594668,6,3,4,False
938,Veronica Howard,Female,05/28/2004,taylor41@simmons-johnson.com,"01454 Lee Glens
Karenbury, NM 99147",4331192071427,5,5,2,True
939,Melissa Stark,Female,12/07/1992,timothy94@yahoo.com,"349 Oneill Course Apt. 357
Port Steven, WV 19056",8205206275168,8,4,2,False
940,Morgan Johns,Female,08/21/1997,kim52@hotmail.com,"991 Lisa Hollow Apt. 488
Larryland, SD 38532",7003477135959,9,2,5,False
941,David Hebert,Male,08/02/1993,rowerebecca@yahoo.com,"356 Moore Fords
Michelleburgh, CO 37949",1404096807624,9,1,4,True
942,Brandi Miller,Male,09/19/1991,whitetimothy@molina.com,"951 Tyler Skyway Suite 116
Garciachester, UT 05731",3048760256773,8,4,5,False
943,Edward Hancock,Male,05/15/2008,michaelwilliams@yahoo.com,"596 Davis Spring
Paynehaven, CT 14683",8543046651244,6,4,4,True
944,Andrea Parker,Female,11/28/2003,michael83@burnett.net,"15473 Rodney View Apt. 621
Barbaraport, PA 99472",8072290448039,4,5,5,False
945,Christina Chavez,Female,01/08/2008,chad86@hotmail.com,"24752 Renee Mills Suite 513
West Tammyview, WA 97443",7367262886546,5,3,2,True
946,Connor Gordon,Female,02/02/1993,hbrock@yahoo.com,"9099 Burns Plains Apt. 983
Richardbury, HI 75953",4445905757253,8,3,1,False
947,Brittany Brown,Female,11/29/2003,chelsey58@gmail.com,"466 Stephen Mountain
Jonestown, GA 67754",8867909683045,5,2,4,True
948,Luis Sweeney,Female,05/25/1989,diazsteven@brown.com,"07603 Copeland Falls
Warrenberg, DE 37550",5550501335420,4,5,5,True
949,Michelle Jones,Female,11/04/1995,bennettlisa@smith.com,"275 Sanders Islands
South Michellebury, MI 47003",1311572727679,1,1,2,False
950,Nicholas Palmer,Male,08/01/1995,victoriahenderson@robinson.biz,"849 Smith Underpass
North Stanleyside, KS 33463",8181726028822,1,5,5,False
951,Susan Galloway,Female,12/29/1991,ajackson@long.com,"USS Smith
FPO AE 53296",4890804706875,2,1,3,True
952,Cody Davis,Female,12/13/2001,nicholas16@yahoo.com,"Unit 3927 Box 8939
DPO AA 66918",5439000218093,5,1,3,True
953,Dr. Stacy Weaver DVM,Female,01/11/1998,sherylgraham@hotmail.com,"82859 Wright Square Suite 064
Port Kellytown, LA 90986",3957856746147,8,5,1,True
954,Kimberly Boone,Female,01/15/2003,allen63@hotmail.com,"04804 Melanie Bypass
Lake Kyleburgh, IL 93380",4502320002435,10,3,5,False
955,David Rice,Female,04/30/2009,paul70@hotmail.com,"10956 Cameron Bypass
New Derrickland, DC 88208",9527210351575,3,3,4,True
956,William English,Female,02/18/1994,smithmark@ponce.org,"7108 Laura Pines Suite 396
Whiteville, DE 47931",2588914788041,9,1,3,False
957,Jessica Hernandez,Male,01/14/2007,imay@hotmail.com,"6937 Nicole Cape
Port Michael, TN 40037",3460841401690,1,4,5,False
958,Robert Mclaughlin,Female,11/02/1995,drakeanthony@pena.com,"Unit 7338 Box 4760
DPO AE 66834",3558093320819,3,4,1,True
959,Francisco Nguyen,Male,09/26/1989,laura31@love-wilson.org,"060 Wendy Estate
New Richardport, AK 14108",1773262802463,2,1,4,False
960,Heidi Baldwin,Male,06/15/1996,ray28@joyce.com,"64860 Shawn Passage Suite 753
Lake Katherine, SC 45471",0426985274633,10,1,4,True
961,Gregory Foster,Female,06/23/2010,oking@smith.com,"5768 Schultz Viaduct Apt. 415
New Ericland, AZ 89469",1361441514867,9,5,3,False
962,Joshua Lyons,Male,11/28/2009,woodwardjeffrey@wilson.info,"698 Ross Pike Suite 744
Evansburgh, SC 38844",0068111135069,9,2,1,True
963,James Martin,Female,07/05/1998,rachelcox@hotmail.com,"96828 Wells Gateway Apt. 213
Paultown, GA 60047",4829172412601,8,2,2,True
964,Jennifer Williams,Female,05/02/1994,jesse40@yahoo.com,"851 Dominguez Manor Apt. 924
Port Stephen, NE 48129",8171781637235,10,3,3,True
965,Mr. Michael Glover,Female,03/18/1996,steelejerry@yahoo.com,"4707 Wilkerson Pines
Kristinville, NY 76235",9877435571057,4,1,2,False
966,Bobby Vasquez,Female,02/22/2005,nataliehall@yahoo.com,"02430 Reid Ford Apt. 331
Paulaville, OH 95913",7286418439869,8,1,4,True
967,Jeffrey Stewart,Male,08/09/1989,grantdavid@turner-davis.com,"1292 Alexander Manors
North Karentown, DC 69219",2895945945045,8,2,2,True
968,Scott Hernandez,Male,10/13/2005,michaelbanks@hotmail.com,"7204 Walker Plaza
Brandonhaven, DC 58748",1455098694751,1,1,3,False
969,Andrea Sullivan,Female,07/30/2002,wmartinez@gmail.com,"4841 Bradley Drives Apt. 239
Davidborough, ND 74787",5022865742298,9,1,3,False
970,April Morris,Female,10/29/1998,ashleysmith@holmes-hill.com,"4517 Ortiz Street Apt. 525
Port Jeffrey, NV 82824",3409739875116,3,3,2,False
971,Jennifer Anderson,Female,02/05/1991,ehensley@gmail.com,"54613 Jones Harbor
New Rachelburgh, TN 44393",7902498303410,8,3,4,True
972,Caroline Walker,Female,10/21/1991,bridgesmichael@krueger.org,"5269 Lindsey Spur
Port Vincentbury, MA 86517",6768832662473,10,1,5,True
973,Norma Thomas,Female,08/20/2002,robert32@hotmail.com,"097 Mccullough Forest Apt. 094
Davidburgh, MT 62130",4274022793992,7,2,5,True
974,Jackson Watkins,Male,02/06/2011,garymarquez@cherry.com,"Unit 1960 Box 1005
DPO AP 05363",7503594149351,4,2,4,False
975,Holly Cline,Female,06/04/1999,scole@woods.info,"482 Curry Radial Suite 630
East Paulland, NM 95129",5152781155208,3,2,4,True
976,Molly Jackson,Female,06/18/1992,troy17@hayes.biz,"225 Brown Ports
New Richardland, DC 47490",5409962204002,9,4,1,False
977,Brooke Anderson,Male,08/31/2011,mooremonica@hotmail.com,"02182 Evans Club
Peterburgh, OR 88562",2195847504015,10,1,5,True
978,Gary Macias,Female,08/06/2007,xmalone@gmail.com,"11199 Shawn Run
Alanport, CO 99759",7437125703066,4,2,3,False
979,Brooke Mitchell,Male,06/28/2001,nicholasadams@vasquez.biz,"4058 Smith Lane
North Michaelville, NY 99452",3402693996350,6,4,5,False
980,Perry Hernandez,Male,05/24/2005,craig94@hotmail.com,"1231 Monica Manors
Suzannemouth, AL 89605",8956080086828,6,1,5,False
981,Samantha Schultz,Female,05/01/1991,creid@yahoo.com,"478 Sarah Forges
North Keith, MD 37721",3048834313599,8,3,4,False
982,Morgan Robles,Female,05/05/1990,npierce@hill.com,"527 Christopher Way
Thompsonside, LA 77626",1213808642026,5,4,2,True
983,Frank Ortiz,Male,01/20/1993,sbarnes@yahoo.com,"251 Wilson Flat
Moonfort, KY 85276",0589174540514,6,1,3,True
984,John Wagner,Male,12/17/2000,bryan13@arnold.com,"05672 Watson Port Suite 361
East Danielle, GA 69116",1917424335776,10,2,4,True
985,Charles Gray,Female,07/29/1999,allenleslie@johnson.com,"943 Rodriguez Points
Harrytown, TN 85596",0407856091610,9,4,3,True
986,Shelly Edwards,Female,07/15/1993,barbaramitchell@hotmail.com,"8668 Amanda Gardens
Karenhaven, AR 59639",2051499333566,8,1,4,False
987,Amanda Peters,Male,05/15/1992,tyler89@yahoo.com,"1081 Butler Walks
Tonyabury, ND 58613",1017283635645,6,3,2,True
988,Kevin Tyler,Female,05/08/2007,michele58@taylor.com,"578 Mary Parks
Mcmahonview, GA 40981",6755988426206,6,5,4,True
989,Joshua Brown,Male,07/12/1992,zriggs@martin-vasquez.com,"857 Martin Groves Suite 333
Kellyfurt, IL 15872",6761529256564,6,3,1,False
990,Nicole Davidson,Female,06/02/1999,michelle07@gmail.com,"Unit 0663 Box 7280
DPO AE 10068",9206268910468,3,3,3,True
991,Andrew Thompson,Female,11/11/2011,chadperez@gmail.com,"13751 Higgins Roads
Rodriguezmouth, TX 19523",8398720366668,9,4,4,True
992,Jeffery Perez,Male,06/08/2011,kevincooper@hotmail.com,"50864 Michael Extensions Suite 622
Allenberg, WA 12028",8088849541122,3,2,3,True
993,Mrs. Mary Smith PhD,Female,10/07/1996,xlopez@gmail.com,"655 Moses Hollow
Silvaburgh, WV 29030",6662668942740,1,4,2,False
994,Barbara Richardson,Male,04/20/2006,susan18@yahoo.com,"947 Susan Hill Suite 075
Nancymouth, MS 99090",6269808075470,8,1,5,True
995,Jack Day,Male,05/24/2010,monica67@peterson-bradford.biz,"234 Kelly Wall
Johnberg, NC 44249",4110417941056,7,5,1,True
996,Julia Arnold,Male,01/14/1997,bonnielewis@johnson.com,"3324 Jasmine Bypass
Wernerchester, TX 27120",8995110072541,10,4,4,True
997,Melissa Sullivan,Female,10/08/2002,sonya38@perkins-zimmerman.com,"356 Teresa Grove
Kennethburgh, VA 54516",3624827363260,7,4,3,True
998,Matthew Goodman,Female,06/08/2003,sarah58@hotmail.com,"PSC 2315, Box 3171
APO AA 52752",6764658037623,9,3,4,False
999,Stephanie Walsh,Male,05/13/2009,gonzalezphilip@edwards.info,"40702 Laura Islands Apt. 044
East Josephview, RI 66004",8937944466468,4,1,2,True
1000,Marcus Crosby,Male,04/25/2003,salinasjulia@lucas.info,"90432 Raymond Glens
North Alexanderfort, AR 19771",6111799936258,8,2,2,False
1001,Amber Davidson,Male,03/09/2008,alan47@gmail.com,"38390 Anita Glens
East Amandachester, MA 89982",7450306812718,4,5,4,True
1002,Jeanne Wallace,Male,10/19/2005,millerraymond@leach.info,"Unit 2210 Box 4501
DPO AE 48492",4444581888403,1,4,1,False
1003,Steven Brown,Male,09/24/1992,josephortega@welch.com,"051 Hernandez Flats Suite 835
Danielfurt, VT 71626",8262592082423,5,4,5,False
1004,Melinda Smith,Male,05/09/2004,owenssydney@gmail.com,"806 Smith Flats Suite 627
Staceyshire, TX 69230",8609460569916,3,2,3,True
1005,Alexandra Greene,Male,04/12/1998,maurice97@gmail.com,"3972 Myers Canyon
South Audreytown, DE 18761",5732405377178,1,5,2,False
1006,Laura Leonard,Male,01/06/1996,dfry@hotmail.com,"9187 Jacob Passage Suite 507
Juliehaven, CA 18779",5344309549287,2,4,3,True
1007,Michael Wilson,Male,11/29/2001,tina88@hotmail.com,"51043 Mitchell Road
Schmidtberg, FL 79109",7904314255807,8,1,4,True
1008,Nicholas Sawyer,Male,12/01/2005,perezemily@delacruz.com,"261 Angela Heights Suite 239
East Karen, NC 86958",3687680978173,7,3,4,False
1009,Douglas Johnson,Male,09/21/2001,danielle66@gmail.com,"PSC 4089, Box 3765
APO AA 36808",9752395537372,3,1,5,False
1010,Daniel Evans,Male,02/12/1999,jennifer29@yahoo.com,"899 Anthony Square
East Jesse, AK 70261",2104234702589,1,4,4,True
1011,Crystal Castaneda,Male,05/24/1990,paynejoshua@hotmail.com,"7569 Sanchez Gateway Suite 192
Patriciaport, MO 57889",9406950502569,4,1,2,False
1012,Daniel Smith,Male,05/16/1996,tandrade@yahoo.com,"08713 Tara Meadow
Port Tiffanyport, NE 55065",6786042800296,9,5,3,False
1013,Cameron Hall,Female,08/27/1991,matthewcollins@hood-miranda.biz,"61734 Gonzalez Crossing Suite 517
New Chelsea, NY 63888",9428399640797,4,2,2,False
1014,Linda Hicks,Female,06/14/2009,cassandrabrown@garcia-reeves.com,"1237 Jonathan Run
Baileyville, PA 25809",5185584600249,3,1,5,True
1015,Hannah Beasley,Female,05/18/2004,jking@gmail.com,"6620 Jennifer Orchard Apt. 909
Santostown, NY 46706",7972058865268,10,5,3,False
1016,Angela Arroyo,Female,09/01/2002,oayala@yahoo.com,"179 Cruz Plain
Woodville, MN 10977",5301832007851,3,3,4,True
1017,Mary Rivera,Male,12/31/2001,walterdavis@watkins.com,"18461 Scott Ranch Suite 051
South Wendyville, NV 19968",0650791636853,5,4,4,False
1018,Allison Maxwell,Female,07/05/2001,fernandezdawn@gmail.com,"9826 Robin Islands
Heathermouth, DC 32813",2505641510415,5,3,2,True
1019,Patrick Petty,Female,11/27/2010,ngross@hotmail.com,"8771 Tran Curve Apt. 976
North Jeremyburgh, AK 10297",0651214895413,4,3,1,False
1020,Victoria Miller,Male,05/09/1994,emilyphillips@yahoo.com,"Unit 1465 Box 2424
DPO AA 28878",3262273926323,6,2,4,False
1021,Debbie Kaufman,Male,10/25/2001,omarmiller@yahoo.com,"002 Deanna Park Suite 922
Port Lisa, MO 95922",2961317296104,10,3,3,False
1022,Jason Good,Male,08/18/2003,dwallace@lawson-barron.com,"048 Elliott Trace
New Dennismouth, MI 78314",5548883398843,10,2,5,True
1023,Joan Meyer,Male,04/01/2009,christian92@gmail.com,"78608 Shaffer Fords Suite 961
Lake Dianashire, PA 08857",1931253771105,2,2,2,False
1024,Austin Hunt,Male,03/30/2008,elizabethhenderson@gmail.com,"765 Jones Pine Suite 439
Mistyberg, HI 12832",5680046093822,10,3,1,False
1025,Leah Sexton,Male,09/22/1991,hdickerson@gmail.com,"0692 Bailey Cape Suite 857
Stephenburgh, NM 36810",0903305484384,5,1,2,False
1026,Angela Sullivan,Male,12/11/1990,hamiltonmark@holder.com,"742 Holt Skyway
South Tim, PA 73260",6507391112137,2,5,2,True
1027,Ronnie Garcia,Male,01/12/2005,gilbertjennifer@evans-walls.com,"056 Wade Forges
Port Raymondstad, WA 26520",0444107909229,8,2,1,False
1028,Doris Carney,Female,02/02/2010,kyleramirez@hotmail.com,"7470 Cory Dale
Elizabethview, WV 10780",2208213907673,6,1,1,True
1029,Anna Weiss,Male,07/06/1996,vmoss@yahoo.com,"7501 Horne Coves Suite 659
Zacharyport, NC 26927",6110391671291,9,4,3,False
1030,William Alvarado,Female,02/02/1993,annettedavis@malone.com,"5018 Angela Plains
Kleinhaven, CA 14552",7439746461686,4,1,1,False
1031,Charles Phillips,Male,02/20/2000,crystaljohnson@hotmail.com,"715 Kristin Walks Suite 870
Kevinfort, SC 15215",9284610723584,8,5,5,True
1032,Christina Cohen,Male,08/26/1994,johnsonvanessa@mcdonald.biz,"068 Freeman Square Suite 030
Clarkstad, ND 89879",7891933182778,2,5,2,True
1033,Elizabeth Mercado,Female,07/17/2009,jasonray@gmail.com,"27595 Cox Fort Apt. 600
East Bryanville, ND 67036",2543484740328,7,3,1,True
1034,Christopher Duarte,Female,10/27/1998,nprice@schwartz-patton.biz,"914 Leslie Walks
Williamsview, NV 60329",4247828754946,5,2,1,True
1035,Lisa Smith,Female,05/04/2000,tiffany59@johnson.info,"62964 Murphy Valleys Suite 793
Lake David, MA 70709",4219047988040,9,3,1,True
1036,John Payne,Male,09/07/2011,erik59@yahoo.com,"683 James Cliff
Bondmouth, WA 46473",8796529392336,9,1,2,True
1037,Todd Green,Female,07/28/2006,lbanks@yahoo.com,"492 Kayla Trail Suite 774
New Maryfurt, HI 98064",1770112235477,9,4,3,True
1038,Jonathan Martinez,Male,03/04/2008,diana12@bailey.com,"7921 Allen River Apt. 831
Ronaldberg, PA 61754",8811323525010,3,3,1,False
1039,Christopher Tucker,Female,10/12/1995,wilsonyesenia@reyes.com,"8442 Nicholas Walk Apt. 102
East David, GA 50197",2432792250461,1,2,5,True
1040,Lori Pena,Male,06/16/2008,johnharris@hotmail.com,"25854 Benson Stream Apt. 133
Lake Kimberly, TN 49120",3801087777744,10,1,1,True
1041,Ricky Brady,Male,01/14/2005,sullivanjohn@hotmail.com,"373 Sonia Path
Hectorton, MN 70211",6211657973605,1,5,5,True
1042,Miranda Willis,Male,03/15/2003,lwilson@mejia.com,"36776 Hubbard Mews Apt. 863
South Austinchester, NE 25150",2920625049139,5,4,3,True
1043,Jane Baker,Female,02/15/2000,ashley19@mercado-potts.com,"35024 Andrew Path
Campbellberg, NC 20198",0651224010620,2,4,5,True
1044,Theresa Green,Male,09/03/2004,curtis15@dillon.com,"0844 Caitlin Drive Apt. 144
Austinton, WY 83967",0441732852229,8,4,5,True
1045,Denise Bell,Male,11/13/1991,wrightsarah@hotmail.com,"589 Deborah Rest Apt. 322
Port Katelynville, WI 96445",4063237034785,1,4,2,False
1046,Traci Gordon,Male,07/28/2000,brandon76@hotmail.com,"46922 Shawn Tunnel Apt. 908
South David, ND 16077",7439892413450,9,4,1,True
1047,Christy Hansen,Female,09/25/2003,bburns@gmail.com,"57039 Jacob Common Apt. 512
Port Nicholas, RI 36068",9323246546577,5,3,5,False
1048,Tiffany Oliver,Male,03/14/2006,maryshelton@perkins-hull.biz,"71643 Cheryl Junctions
Lake Marystad, MS 37135",2604580782431,5,5,5,False
1049,Chad Acosta,Female,05/12/1997,freyes@munoz-pacheco.com,"703 Mary Pine
Davisside, NY 86367",3135168070279,1,1,5,True
1050,Melissa Morse,Female,01/27/1997,ruben49@yahoo.com,"928 Mcclain Creek Suite 102
Hernandezton, IA 17538",5189872552932,4,1,2,False
1051,David Jones,Female,01/21/1991,wilsonsarah@hodges.com,"51391 Benson Cove Suite 164
West Whitney, MD 53032",7649785510857,6,2,1,False
1052,Jacob Alexander,Female,09/18/2009,davidrobinson@yahoo.com,"28605 Alexander Parkway
North Jessicashire, FL 69540",3381178075793,5,2,1,True
1053,David Kelly,Female,01/27/2007,hunterkrystal@hotmail.com,"63799 Aaron Port
Lake Michelletown, SC 99228",7161066600913,1,1,1,False
1054,Katie Simmons,Male,05/22/1999,crystalrobinson@gmail.com,"73076 Castillo Tunnel
Kennedyfurt, LA 30402",6567049446019,3,4,2,True
1055,Gregory Willis,Male,06/18/2005,carlsonjuan@yahoo.com,"638 Shane Prairie
New Joshua, FL 45770",9651953234194,5,3,4,True
1056,Patricia Phillips,Female,10/19/2000,dennis73@gutierrez.net,"144 Maria Court
West Christopher, WV 61332",8994454875763,9,3,3,False
1057,Danielle Webb,Male,02/13/2005,rfisher@gmail.com,"31855 Prince Place
Moorebury, VA 18584",4230408353395,8,4,2,True
1058,Ann Dyer,Male,10/23/1996,aochoa@potter.com,"1722 Rebecca Crossroad Suite 529
Singhberg, AR 70423",3177319511898,5,4,1,True
1059,Connor Tucker,Female,01/04/1995,robertbennett@parker.com,"135 Hansen Rapid
Lewistown, NV 66854",1020165520189,6,5,5,False
1060,Stephanie Todd,Male,02/04/1991,johnstonallison@morgan-henderson.net,"5493 Kevin Loop Suite 553
Lake Amandafurt, LA 77171",5231841522894,6,1,1,True
1061,Mark Miller,Male,12/15/2009,lewistheresa@yahoo.com,"47260 Clark Harbor
Port Andrew, KS 42654",1725337977391,7,1,2,True
1062,Tony Hernandez,Male,12/31/2006,rtrujillo@yahoo.com,"60783 Ronald Forges
West Donaldstad, AK 91337",6653596376467,6,2,1,False
1063,Andrea Scott,Female,12/24/2004,kristen17@hotmail.com,"213 Torres Stravenue
Davisville, NC 78002",1663703596126,10,2,3,True
1064,Logan Taylor,Female,09/24/1989,eringriffin@lozano.com,"371 Clark Bridge
Robinsonport, ID 03159",0308751743869,2,5,5,False
1065,Hannah Hernandez,Male,08/25/2002,kristimiller@yahoo.com,"6014 Nichole Road Suite 065
Smithmouth, IL 41530",1978091732038,4,1,1,False
1066,Jacob Taylor,Male,05/07/2005,bjones@hotmail.com,"145 Jeffrey Union
Bergberg, LA 60524",1359381961366,9,1,1,True
1067,Caitlyn Snyder,Female,06/22/2011,melissacampbell@macias.com,"USCGC Evans
FPO AA 46403",0423512845918,6,4,5,False
1068,Miranda Moore,Female,12/18/1995,pgay@gregory-gardner.com,"855 Dawn Estate
Kelleyshire, IL 06610",2710355514814,4,2,2,True
1069,Sandra Camacho,Female,01/13/1991,christinesanchez@yahoo.com,"90638 Snyder Alley
Cunninghamshire, ID 80540",3971128839682,8,5,1,False
1070,Diana Morgan,Male,01/30/2009,qelliott@hotmail.com,"44947 Cobb Forks
Schwartzview, ND 41590",7157829653416,8,5,3,False
1071,Matthew Day,Female,08/18/2000,freyamber@arellano.com,"8744 Crosby Prairie Suite 596
South Natalieville, MI 68017",7172585386533,1,3,2,True
1072,Erin Young,Female,10/17/1995,jorge65@pitts.com,"6022 Lane Overpass
Brianberg, MI 92672",8249140898229,6,1,3,True
1073,Alexander Mack,Female,11/29/1996,johnsonkathryn@carter-hartman.com,"USNS Anderson
FPO AE 99287",4525220372964,3,2,2,True
1074,Joseph Hernandez,Female,11/12/1996,goodmandanielle@hotmail.com,"19731 Castro Mission
Jonathanberg, HI 53456",9606700170675,6,2,3,True
1075,Jeremy Price MD,Female,10/09/2006,simmonsbarbara@norris.org,"1742 Matthew Shoals Apt. 035
Port Janetstad, ID 52311",0772568993698,4,2,5,True
1076,Edwin Bush,Female,09/05/1994,jerrylee@gmail.com,"1578 Brewer Via Apt. 446
Lake Tara, OK 51109",7686299451284,3,3,4,True
1077,Stacey Haynes,Female,11/17/2007,catherinerobinson@hotmail.com,"05511 Craig Court
South Carolyn, NV 49953",7319084775216,4,5,3,True
1078,Gabrielle Branch,Female,03/31/1997,heather86@hale-thomas.net,"9175 Kennedy Center
Robinfurt, WA 34974",9536755888580,9,3,5,True
1079,Tammy Perry,Male,11/06/2010,cuevasstephanie@hammond.biz,"USNS Butler
FPO AE 49183",2666312248309,2,4,1,True
1080,Kevin Garcia,Female,05/30/2007,grossaustin@lawrence-flynn.net,"05279 Barnes Coves Suite 210
West Nicholas, OR 19191",5747223015876,4,2,4,True
1081,Steven Ellis,Female,10/12/1989,pamelabrooks@hotmail.com,"5513 Avery Brook
Sharonmouth, MD 61752",1939025639149,5,3,5,False
1082,Jennifer Guerra,Male,01/19/1990,guzmanjessica@hart-murphy.org,"2846 Timothy Brooks Apt. 379
West Brianna, CT 31435",5851518022619,4,2,3,False
1083,Nicholas Vasquez,Male,01/08/1990,nicholas55@yahoo.com,"8469 Yates Viaduct Suite 203
Robertburgh, DE 98716",2337928005080,10,3,1,True
1084,Christopher Wilson,Male,09/28/2002,cortiz@hotmail.com,"1382 Christina Crossroad
North Kathryn, MT 89419",9601692992102,8,4,2,True
1085,Walter Melendez,Female,10/30/2003,cpatton@hotmail.com,"297 Roth Curve
East Briannaville, MO 07936",5788581873896,1,4,2,True
1086,Jason Allen,Female,11/28/2007,zstevens@hotmail.com,"PSC 8893, Box 9473
APO AA 01479",9461308881947,4,3,4,True
1087,Leah Green,Female,01/16/1995,johnstonsteven@fields.biz,"9959 Orozco Branch Apt. 922
Fordland, AK 75274",2223164750098,5,4,1,False
1088,Elizabeth Watson,Male,04/02/1997,elijah01@gmail.com,"2157 Vanessa Land
Whiteview, UT 20067",9669043719511,3,5,4,True
1089,Devon Welch,Female,02/20/1995,henry97@collins-hardy.net,"6878 Anderson Mountain
Sharonberg, TN 80644",8758567746415,2,5,2,True
1090,Cheyenne Black,Male,07/25/1995,timothy21@hotmail.com,"83163 Roberson Gardens Apt. 634
West Mitchellhaven, NH 72271",1492062965869,4,5,5,False
1091,Tiffany Stevenson,Male,03/21/2007,william75@chan-carter.biz,"7295 Marc Cape
Kimport, TX 28611",3728276998284,10,1,3,True
1092,Larry Ball,Female,11/02/2001,aguirrebecky@yahoo.com,"33753 Russell Points
Christinafurt, NC 14260",3770468298456,5,2,5,True
1093,Lori Wilson,Male,10/05/1994,claudia83@reyes.com,"58632 Underwood Landing Apt. 710
Morganside, NV 34540",1458623601898,7,4,2,False
1094,Marie Larson,Male,04/09/2011,hartmanmark@hotmail.com,"7467 Terrell Cliffs
East Frances, WA 14054",8442617732888,7,3,1,False
1095,Krista Meyer,Male,02/15/1989,amanda72@stafford.com,"6918 Schwartz Ford
Suttonborough, WY 24217",4311437780692,10,2,3,False
1096,Susan Griffith,Female,09/23/2005,richrachel@oliver.com,"96128 Patricia Trail
West Yolandaside, WI 97517",1939075311982,5,2,3,False
1097,Paul Sullivan,Male,05/29/1991,christopherbyrd@hotmail.com,"PSC 4758, Box 8112
APO AE 93933",6733660525706,4,5,2,False
1098,Stephen Bird,Male,02/10/2011,masonnathaniel@nelson.net,"68595 Cain Radial Apt. 265
Lake Rachelberg, SD 54876",3176860775077,2,3,1,False
1099,Anthony Williamson,Male,03/14/2003,cwatkins@gmail.com,"USCGC Sexton
FPO AA 72622",9160466966171,9,3,4,True
1100,Phyllis Cox,Female,06/30/1999,tarahuber@gmail.com,"PSC 7210, Box 2726
APO AE 21976",4233396821230,8,3,5,False
1101,Jennifer Barnett,Female,01/13/2009,wanda06@sparks.com,"19241 John Green Suite 907
Sanchezport, AL 48260",4722457560994,7,1,3,True
1102,Brooke Poole,Male,05/16/2006,cbrown@gmail.com,"USS Andrews
FPO AP 31730",1629931273745,4,4,4,True
1103,Mrs. Barbara Moore PhD,Male,09/13/1999,jenniferpatrick@gmail.com,"09829 Phillips Crossroad
West Tiffanyburgh, NH 13127",5829363210947,7,4,5,True
1104,Perry Lopez,Male,07/24/2007,sbeck@gmail.com,"8467 Braun Causeway
North Regina, AK 29997",7639118422576,1,1,4,False
1105,Rachel Randall,Female,05/04/1994,preynolds@yahoo.com,"USNS Davis
FPO AA 27252",1001129486448,6,2,2,False
1106,Victoria Solis,Male,05/08/2001,allenchristopher@hotmail.com,"94188 Hicks Plaza
Christophertown, VA 43990",5264912929841,4,2,3,False
1107,Benjamin Hansen,Male,07/04/1997,zwilliams@morgan.org,"7866 Johnson Plains Suite 034
Lake Tracy, VA 05058",0746214252185,10,3,5,False
1108,Jessica Hunt MD,Male,11/08/1999,casey78@lopez.com,"2120 Scott Union Suite 294
Lake Dylanmouth, ID 11153",9299769819345,2,3,5,False
1109,Edward Wallace,Male,07/12/2011,geraldstewart@gmail.com,"18691 Cook Alley
West Virginiahaven, NH 07712",7932293218154,6,5,3,True
1110,Joshua Greene,Male,04/09/2001,danielle29@yahoo.com,"481 Susan Views
West John, NC 06055",1278107865775,4,1,3,True
1111,Jonathan Barrett Jr.,Female,08/17/2002,dennis94@hotmail.com,"04686 Perkins Mountains
South David, WI 67134",7592610892494,2,3,4,True
1112,Zachary Callahan,Female,07/26/2001,tamaranichols@johns.com,"935 Caitlin Inlet Apt. 742
Christinafurt, WY 59852",3483625767202,7,4,1,True
